StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q124,Q124_7_TEXT,Year,Transfer,Gender,Gender_5_TEXT,International,Housing,Housing_8_TEXT,Used Methods ,Accessibility,Walk to Bus Time ,Commute Time ,Days on Campus ,Bus Pass Impact,Class Pass Fee Know ,Support Class Pass ,Clipper Card Value ,free_fall_freq,free_fall_conf,normal_fall_freq,normal_fall_conf,half_fall_freq,half_fall_conf,extra_fall_freq,extra_fall_conf,double_fall_freq,double_fall_conf,free_spring_freq,free_spring_conf,normal_spring_freq,normal_spring_conf,half_spring_freq,half_spring_conf,extra_spring_freq,extra_spring_conf,double_spring_freq,double_spring_conf,Q118,free_sum_freq,free_sum_conf,normal_sum_freq,normal_sum_conf,half_sum_freq,half_sum_conf,extra_sum_freq,extra_sum_conf,double_sum_freq,double_sum_conf,Q132,Q136,Q122,Q130,Q130_6_TEXT,Q153,Q153_4_TEXT,Q154,Q154_2_TEXT,Q109,Q110,Q156,Q156_6_TEXT,Q112,Q112_4_TEXT,Q113,Q113_2_TEXT,avg_demand_free,n_observations_free,avg_demand_half,n_observations_half,avg_demand_normal,n_observations_normal,avg_demand_extra,n_observations_extra,avg_demand_double,n_observations_double
10/28/2024 17:25,10/28/2024 17:28,IP Address,136.152.214.232,100,204,TRUE,10/28/2024 17:28,R_7CvAd1vTW3WeRaj,,,,,37.8657,-122.2571,anonymous,EN,From a friend,,Freshman (1st year),No,Male,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"AC Transit Bus,Walking,BART",I lived within a 3 minute walk of a stop,5,15-Oct,6,Yes,No,Yes,60 - 75 ,1,3,1,5,1,5,1,5,1,5,1,3,1,5,1,5,1,5,1,5,No,,,,,,,,,,,No,2,No,,,,,,,50 - 100,5,Bart,,"Travel,Accessing public services (e.g. airport)",,"East Bay (e.g. Berkeley, Oakland)",,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2
10/28/2024 17:30,10/28/2024 17:32,IP Address,136.152.214.54,100,155,TRUE,10/28/2024 17:32,R_7FMuz4ejoaLaztv,,,,,37.8657,-122.2571,qr,EN,Tabling,,Freshman (1st year),No,Female,,Yes,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"AC Transit Bus,Walking,BART",I lived within a 3 minute walk of a stop,5,15-Oct,6,Yes,Yes,No,0 - 15,3,1,4,3,8,2,1,1,6,3,5,3,7,3,10,3,8,2,4,3,No,,,,,,,,,,,No,2,No,,,,,,,50 - 100,3,CalTrain,,"Commuting to school/work,Travel",,San Francisco,,4.0,2,9.0,2,5.5,2,4.5,2,5.0,2
10/28/2024 17:30,10/28/2024 17:34,IP Address,172.59.130.177,100,256,TRUE,10/28/2024 17:34,R_137v4cJrz1vEaey,,,,,37.6736,-122.0944,qr,EN,Tabling,,Freshman (1st year),No,Female,,Yes,Other residence in Berkeley (e.g. house/apartment),,AC Transit Bus,I lived within a 3 minute walk of a stop,2,15 - 20,5,Yes,No,No,15 - 30 ,20,3,10,3,10,3,8,3,5,3,10,3,6,3,10,3,7,3,5,3,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,3,"Bart,CalTrain,San Fransisco Bay Ferry",,Commuting to school/work,,San Francisco,,15.0,2,10.0,2,8.0,2,7.5,2,5.0,2
10/28/2024 17:30,10/28/2024 17:36,IP Address,172.59.131.113,100,373,TRUE,10/28/2024 17:36,R_7eY0lfNgiPrYFjC,,,,,37.6736,-122.0944,qr,EN,From an Academic Department (Ed/Newsletter/Other),,Junior (3rd year),No,Male,,Yes,Other residence in Berkeley (e.g. house/apartment),,AC Transit Bus,I lived within a 3 minute walk of a stop,5,15-Oct,5,Yes,No,No,30 - 45 ,10,3,8,4,8,3,5,3,3,3,11,4,9,3,3,3,8,4,3,3,No,,,,,,,,,,,No,2,No,,,,,,,50 - 100,3,Bart,,"Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto)",,10.5,2,5.5,2,8.5,2,6.5,2,3.0,2
10/28/2024 17:33,10/28/2024 17:37,IP Address,172.59.131.28,100,243,TRUE,10/28/2024 17:37,R_5PjCDiiRhV7KpRw,,,,,37.6736,-122.0944,qr,EN,Tabling,,Senior (4+ year),Yes,Male,,No,Other residence in Berkeley (e.g. house/apartment),,Walking,I lived within a 5 minute walk of a stop,25,20 - 30,4,Yes,No,Yes,60 - 75 ,6,5,0,5,3,4,0,5,0,5,8,5,0,5,3,4,0,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,50 - 100,5,"Bart,CalTrain,San Fransisco Bay Ferry,Sam Tran,Muni",,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),North Bay (e.g. Marin County, Sausalito),East Bay (e.g. Berkeley, Oakland)",,7.0,2,3.0,2,0.0,2,0.0,2,0.0,2
10/28/2024 17:41,10/28/2024 17:46,IP Address,135.180.116.152,100,310,TRUE,10/28/2024 17:46,R_6cNHLyiVcGP4GDD,,,,,37.8637,-122.276,anonymous,EN,Other (please specify):,The Daily Californian,Senior (4+ year),Yes,Female,,Yes,Cooperative housing,,"AC Transit Bus,Walking,BART",I lived within a 5 minute walk of a stop,6,10-May,4,Yes,Yes,Yes,60 - 75 ,5,4,3,4,4,4,2,4,2,4,5,4,3,4,5,4,2,4,1,4,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,4,"Bart,San Fransisco Bay Ferry",,"Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),North Bay (e.g. Marin County, Sausalito),East Bay (e.g. Berkeley, Oakland)",,5.0,2,4.5,2,3.0,2,2.0,2,1.5,2
10/28/2024 17:50,10/28/2024 17:53,IP Address,174.194.194.128,100,159,TRUE,10/28/2024 17:53,R_5eruNu0CbNiRb5B,,,,,37.6403,-122.0667,qr,EN,Tabling,,Senior (4+ year),No,Male,,Yes,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,Walking,I lived within a 15+ minute walk of a stop,10,10-May,5,Yes,No,Yes,0 - 15,5,1,1,1,0,1,0,2,2,1,0,1,0,1,0,1,0,5,0,1,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,"Bart,CalTrain,San Fransisco Bay Ferry,Sam Tran,Muni",,Travel,,San Francisco,,2.5,2,0.0,2,0.5,2,0.0,2,1.0,2
10/28/2024 17:53,10/28/2024 17:57,IP Address,136.152.209.115,100,213,TRUE,10/28/2024 17:57,R_3htgzp9qSrqPpLs,,,,,37.8657,-122.2571,qr,EN,Tabling,,Sophomore (2nd year),No,Female,,No,Other residence outside of Berkeley (e.g. house/apartment),,Walking,I lived within a 3 minute walk of a stop,4,10-May,2,No,Yes,No,0 - 15,4,4,3,1,4,1,3,2,7,1,2,2,3,3,2,3,0,3,0,1,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,"Bart,CalTrain,San Fransisco Bay Ferry",,"Commuting to school/work,Travel",,"San Francisco,East Bay (e.g. Berkeley, Oakland)",,3.0,2,3.0,2,3.0,2,1.5,2,3.5,2
10/28/2024 17:53,10/28/2024 17:57,IP Address,108.147.102.44,100,245,TRUE,10/28/2024 17:57,R_5YA9bEFjLADiyCR,,,,,37.6403,-122.0667,qr,EN,Tabling,,Freshman (1st year),No,Female,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"AC Transit Bus,Walking,BART",I lived within a 3 minute walk of a stop,5,15 - 20,5,Yes,No,Yes,15 - 30 ,3,3,0,5,0,5,0,5,0,5,3,3,0,5,0,5,0,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,4,"Bart,CalTrain,San Fransisco Bay Ferry,Sam Tran,Muni",,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,East Bay (e.g. Berkeley, Oakland)",,3.0,2,0.0,2,0.0,2,0.0,2,0.0,2
10/28/2024 17:53,10/28/2024 17:59,IP Address,174.195.84.140,100,328,TRUE,10/28/2024 17:59,R_7qyjMs4c3Pasw67,,,,,37.7585,-122.1856,qr,EN,Tabling,,Sophomore (2nd year),No,Female,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"Walking,BART",I lived within a 5 minute walk of a stop,1,0 - 5,5,No,No,No,15 - 30 ,1,5,0,5,0,5,0,5,0,5,1,5,1,5,1,5,1,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,"Bart,CalTrain,San Fransisco Bay Ferry",,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,East Bay (e.g. Berkeley, Oakland)",,1.0,2,0.5,2,0.5,2,0.5,2,0.0,2
10/28/2024 17:58,10/28/2024 18:02,IP Address,107.127.14.87,100,221,TRUE,10/28/2024 18:02,R_3hHg3JJVhbagcRb,,,,,37.4651,-122.143,qr,EN,Tabling,,Freshman (1st year),No,Female,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,Walking,I lived within a 5 minute walk of a stop,5,15 - 20,5,Yes,No,Yes,15 - 30 ,7,2,3,3,5,3,1,2,0,3,0,1,5,1,4,4,5,2,5,2,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,2,"Bart,CalTrain",,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,San Francisco,,3.5,2,4.5,2,4.0,2,3.0,2,2.5,2
10/28/2024 17:58,10/28/2024 18:03,IP Address,172.56.209.208,100,294,TRUE,10/28/2024 18:03,R_72RnjNv83jWs8OR,,,,,36.1682,-115.2166,qr,EN,Tabling,,Freshman (1st year),No,Female,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"AC Transit Bus,Walking,Campus Shuttle,BART",I lived within a 3 minute walk of a stop,5,10-May,6,Yes,No,No,0 - 15,5,3,5,3,10,3,5,3,0,5,5,3,5,3,10,3,5,3,0,3,No,,,,,,,,,,,No,2,No,,,,,,,50 - 100,3,"Bart,CalTrain,San Fransisco Bay Ferry",,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),East Bay (e.g. Berkeley, Oakland)",,5.0,2,10.0,2,5.0,2,5.0,2,0.0,2
10/28/2024 18:01,10/28/2024 18:03,IP Address,172.59.129.136,100,157,TRUE,10/28/2024 18:03,R_1rjQKeN8QsphHLO,,,,,37.6736,-122.0944,qr,EN,From an Academic Department (Ed/Newsletter/Other),,Senior (4+ year),No,Male,,No,Other residence outside of Berkeley (e.g. house/apartment),,Walking,I lived within a 10 minute walk of a stop,7,15 - 20,4,No,Yes,Yes,75 - 100 ,30,3,7,4,7,4,0,5,8,2,0,3,0,4,0,5,0,5,0,5,Yes,9.0,5,0.0,5,0.0,5,0.0,5,0.0,5,No,2,No,,,,,,,0 - 50,5,"Bart,CalTrain",,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto)",,13.0,3,2.3333333333333335,3,2.3333333333333335,3,0.0,3,2.6666666666666665,3
10/28/2024 18:03,10/28/2024 18:06,IP Address,174.238.7.102,100,208,TRUE,10/28/2024 18:06,R_5TvuiXplVWivivv,,,,,37.6313,-122.0975,qr,EN,Tabling,,Freshman (1st year),No,Male,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,Walking,I lived within a 3 minute walk of a stop,3,15-Oct,7,Yes,No,Yes,30 - 45 ,2,4,2,2,2,3,0,1,0,1,3,2,3,2,4,2,1,2,0,4,No,,,,,,,,,,,Yes,2,No,,,,,,,0 - 50,3,"Bart,CalTrain,Muni",,Commuting to school/work,,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),East Bay (e.g. Berkeley, Oakland)",,2.5,2,3.0,2,2.5,2,0.5,2,0.0,2
10/28/2024 18:03,10/28/2024 18:06,IP Address,174.249.144.31,100,213,TRUE,10/28/2024 18:06,R_6Q9v32pgKuFzZL3,,,,,37.6313,-122.0975,qr,EN,Tabling,,Freshman (1st year),No,Male,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"AC Transit Bus,Walking,BART",I lived within a 3 minute walk of a stop,5,15 - 20,6,Yes,No,Yes,0 - 15,2,3,2,3,3,3,0,3,1,3,2,5,2,3,3,4,1,2,0,5,No,,,,,,,,,,,Yes,2,No,,,,,,,0 - 50,3,"Bart,CalTrain",,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto)",,2.0,2,3.0,2,2.0,2,0.5,2,0.5,2
10/28/2024 18:03,10/28/2024 18:08,IP Address,98.207.53.41,100,294,TRUE,10/28/2024 18:08,R_7IcRv1olDzq3PBP,,,,,37.8657,-122.2571,anonymous,EN,From a friend,,Senior (4+ year),No,Female,,No,Other residence in Berkeley (e.g. house/apartment),,Car,I lived within a 3 minute walk of a stop,3,15 - 20,6,Yes,Yes,Yes,30 - 45 ,0,4,0,2,5,2,0,3,0,4,0,4,0,3,5,3,0,4,0,4,No,,,,,,,,,,,Yes,2,No,,,,,,,0 - 50,5,"Bart,CalTrain,Muni",,Travel,,San Francisco,,0.0,2,5.0,2,0.0,2,0.0,2,0.0,2
10/28/2024 18:08,10/28/2024 18:11,IP Address,172.59.129.202,100,195,TRUE,10/28/2024 18:11,R_5L77XFux1Mw6Rm8,,,,,37.6736,-122.0944,qr,EN,Tabling,,Senior (4+ year),Yes,Male,,No,Cooperative housing,,Bike,I lived within a 3 minute walk of a stop,10,15 - 20,4,Yes,No,Yes,30 - 45 ,2,4,6,4,2,4,0,3,3,2,2,4,1,3,5,4,1,1,0,2,Yes,0.0,1,3.0,3,5.0,4,1.0,1,0.0,1,No,2,No,,,,,,,0 - 50,2,Bart,,Travel,,San Francisco,,1.3333333333333333,3,4.0,3,3.3333333333333335,3,0.6666666666666666,3,1.0,3
10/28/2024 18:09,10/28/2024 18:14,IP Address,172.56.209.253,100,276,TRUE,10/28/2024 18:14,R_3OoWrOyIzMKnicI,,,,,36.1682,-115.2166,qr,EN,Tabling,,Senior (4+ year),Yes,Male,,Yes,Cooperative housing,,AC Transit Bus,I lived within a 15+ minute walk of a stop,10,20 - 30,3,Yes,No,No,15 - 30 ,3,3,2,3,5,4,2,2,1,2,3,3,3,3,4,4,2,3,0,3,No,,,,,,,,,,,No,2,No,,,,,,,100 - 150,3,"Bart,CalTrain,Muni",,Travel,,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto)",,3.0,2,4.5,2,2.5,2,2.0,2,0.5,2
10/28/2024 18:11,10/28/2024 18:14,IP Address,172.59.130.88,100,190,TRUE,10/28/2024 18:14,R_3zdvOLaC823lJB8,,,,,37.6736,-122.0944,qr,EN,Tabling,,Freshman (1st year),No,Female,,Yes,Other residence outside of Berkeley (e.g. house/apartment),,AC Transit Bus,I lived within a 5 minute walk of a stop,4,10-May,2,Yes,Yes,Yes,45 - 60 ,5,3,7,3,4,3,2,3,6,3,3,4,4,3,5,4,1,4,5,3,Yes,11.0,3,3.0,3,6.0,3,7.0,4,6.0,3,Yes,2,Yes,Bart,,"Commuting to school/work,Travel",,"San Francisco,East Bay (e.g. Berkeley, Oakland)",,50 - 100,3,,,,,,,6.333333333333333,3,5.0,3,4.666666666666667,3,3.3333333333333335,3,5.666666666666667,3
10/28/2024 18:09,10/28/2024 18:15,IP Address,172.56.208.153,100,358,TRUE,10/28/2024 18:15,R_1RluCzCSdgDX76F,,,,,36.1682,-115.2166,qr,EN,Tabling,,Senior (4+ year),Yes,Female,,Yes,Other residence in Berkeley (e.g. house/apartment),,"AC Transit Bus,Walking",I lived within a 3 minute walk of a stop,7,20 - 30,5,Yes,Yes,Yes,45 - 60 ,10,5,8,2,10,3,6,3,0,3,9,4,3,2,3,4,6,3,6,3,No,,,,,,,,,,,Yes,2,Yes,"Bart,San Fransisco Bay Ferry",,"Travel,Accessing public services (e.g. airport)",,San Francisco,,100 - 150,4,,,,,,,9.5,2,6.5,2,5.5,2,6.0,2,3.0,2
10/28/2024 18:12,10/28/2024 18:16,IP Address,172.56.208.23,100,228,TRUE,10/28/2024 18:16,R_6sibSOZviqO6bkB,,,,,36.1682,-115.2166,qr,EN,Tabling,,Senior (4+ year),No,Male,,Yes,Other residence in Berkeley (e.g. house/apartment),,"AC Transit Bus,Walking,Campus Shuttle,BART",I lived within a 3 minute walk of a stop,7,15-Oct,7,Yes,Yes,Yes,15 - 30 ,19,4,0,4,4,4,0,4,0,4,22,4,1,3,3,2,0,4,0,5,No,,,,,,,,,,,No,2,No,,,,,,,100 - 150,4,"Bart,CalTrain,San Fransisco Bay Ferry,Muni",,Travel,,"South Bay & Peninsula (e.g. San Jose, Palo Alto),East Bay (e.g. Berkeley, Oakland)",,20.5,2,3.5,2,0.5,2,0.0,2,0.0,2
10/28/2024 18:15,10/28/2024 18:18,IP Address,172.59.129.213,100,189,TRUE,10/28/2024 18:18,R_5xCAIx11KIjQGfT,,,,,37.6736,-122.0944,qr,EN,Tabling,,Junior (3rd year),No,Female,,No,Other residence in Berkeley (e.g. house/apartment),,"AC Transit Bus,Car,Walking,BART",I lived within a 5 minute walk of a stop,7,10-May,7,Yes,No,Yes,45 - 60 ,3,2,2,2,1,2,1,2,0,4,2,1,1,1,3,1,2,1,1,1,Yes,3.0,1,2.0,2,3.0,2,1.0,1,1.0,1,Yes,2,No,,,,,,,50 - 100,2,"Bart,CalTrain,Muni",,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),East Bay (e.g. Berkeley, Oakland)",,2.6666666666666665,3,2.3333333333333335,3,1.6666666666666667,3,1.3333333333333333,3,0.6666666666666666,3
10/28/2024 18:21,10/28/2024 18:25,IP Address,172.56.209.68,100,204,TRUE,10/28/2024 18:25,R_1qmuAMF4VzaZKjN,,,,,36.1682,-115.2166,qr,EN,Tabling,,Junior (3rd year),Yes,Female,,Yes,Other residence outside of Berkeley (e.g. house/apartment),,Car,I lived within a 15+ minute walk of a stop,10,30 +,6,Yes,Yes,No,100 - 125 ,0,5,5,5,2,5,6,4,0,4,2,3,10,3,5,3,7,2,5,4,Yes,1.0,3,7.0,5,5.0,5,5.0,5,5.0,5,No,2,No,,,,,,,50 - 100,3,Bart,,Travel,,San Francisco,,1.0,3,4.0,3,7.333333333333333,3,6.0,3,3.3333333333333335,3
10/28/2024 18:31,10/28/2024 18:37,IP Address,107.127.18.48,100,359,TRUE,10/28/2024 18:37,R_3xKprb07Jz7LUzL,,,,,37.3479,-121.8527,qr,EN,Tabling,,Sophomore (2nd year),No,Female,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,AC Transit Bus,I lived within a 3 minute walk of a stop,5,10-May,2,Yes,Yes,No,0 - 15,4,5,5,5,5,5,6,5,5,5,5,5,0,5,5,5,0,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,"Bart,San Fransisco Bay Ferry,Muni",,Accessing public services (e.g. airport),,San Francisco,,4.5,2,5.0,2,2.5,2,3.0,2,2.5,2
10/28/2024 18:43,10/28/2024 18:48,IP Address,136.152.214.23,100,329,TRUE,10/28/2024 18:48,R_3MG6Gp9s7Vfx4Nr,,,,,37.8657,-122.2571,qr,EN,Tabling,,Senior (4+ year),No,Male,,No,Other residence in Berkeley (e.g. house/apartment),,Car,I lived within a 3 minute walk of a stop,3,15 - 20,1,No,No,Yes,60 - 75 ,0,5,1,3,1,4,1,3,0,5,0,5,1,3,1,4,0,5,0,5,Yes,3.0,3,1.0,3,1.0,3,1.0,3,0.0,5,No,2,No,,,,,,,50 - 100,3,Bart,,"Commuting to school/work,Travel",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),East Bay (e.g. Berkeley, Oakland)",,1.0,3,1.0,3,1.0,3,0.6666666666666666,3,0.0,3
10/28/2024 19:02,10/28/2024 19:06,IP Address,136.152.214.11,100,245,TRUE,10/28/2024 19:06,R_7OCm8yNjmBEm4GB,,,,,37.8657,-122.2571,anonymous,EN,From a friend,,Junior (3rd year),No,Female,,No,Other residence in Berkeley (e.g. house/apartment),,"AC Transit Bus,Walking,Campus Shuttle",I lived within a 3 minute walk of a stop,10,15-Oct,7,Yes,Yes,Yes,30 - 45 ,0,5,0,5,2,3,1,3,0,5,0,3,0,4,4,4,2,4,0,5,No,,,,,,,,,,,Yes,2,No,,,,,,,0 - 50,4,"Bart,CalTrain,San Fransisco Bay Ferry,Muni",,Travel,,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto)",,0.0,2,3.0,2,0.0,2,1.5,2,0.0,2
10/28/2024 23:32,10/28/2024 23:36,IP Address,73.162.6.123,100,234,TRUE,10/28/2024 23:36,R_5ksRg4hxQV1aGMF,,,,,37.8657,-122.2571,anonymous,EN,From a friend,,Freshman (1st year),No,Female,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"Walking,Campus Shuttle",I lived within a 3 minute walk of a stop,6,15-Oct,7,Yes,No,Yes,60 - 75 ,2,4,0,5,0,5,0,5,0,5,2,5,0,5,0,5,0,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,3,"Bart,CalTrain,San Fransisco Bay Ferry",,"Travel,Accessing public services (e.g. airport)",,"San Francisco,North Bay (e.g. Marin County, Sausalito),East Bay (e.g. Berkeley, Oakland)",,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2
10/29/2024 11:13,10/29/2024 11:22,IP Address,136.152.214.218,100,560,TRUE,10/29/2024 11:22,R_3qlOA0Ny7OJ5u4U,,,,,37.8657,-122.2571,anonymous,EN,From a friend,,Sophomore (2nd year),No,Female,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"AC Transit Bus,Walking,Campus Shuttle,BART",I lived within a 3 minute walk of a stop,6,15-Oct,6,Yes,Yes,Yes,15 - 30 ,14,4,0,5,5,4,0,5,0,5,7,5,0,5,2,5,0,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,"Bart,CalTrain,San Fransisco Bay Ferry,Sam Tran,Muni",,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,North Bay (e.g. Marin County, Sausalito),East Bay (e.g. Berkeley, Oakland)",,10.5,2,3.5,2,0.0,2,0.0,2,0.0,2
10/29/2024 11:40,10/29/2024 11:44,IP Address,136.152.214.194,100,259,TRUE,10/29/2024 11:44,R_7yrbwWjOk84eEcK,,,,,37.8657,-122.2571,anonymous,EN,From a friend,,Freshman (1st year),No,Male,,No,"Campus-operated residential halls (i.e. congregate living ""dorms"")",,"AC Transit Bus,Walking,BART",I lived within a 3 minute walk of a stop,5,15 - 20,5,Yes,No,Yes,0 - 15,2,4,1,5,1,5,0,5,0,5,2,5,0,5,2,5,0,5,0,5,No,,,,,,,,,,,Yes,2,No,,,,,,,0 - 50,3,"Bart,CalTrain,San Fransisco Bay Ferry,Muni",,"Travel,Accessing public services (e.g. airport)",,"San Francisco,East Bay (e.g. Berkeley, Oakland)",,2.0,2,1.5,2,0.5,2,0.0,2,0.0,2
10/29/2024 11:39,10/29/2024 11:44,IP Address,136.152.214.209,100,338,TRUE,10/29/2024 11:44,R_3OTkiSIRz8eTpTu,,,,,37.8736,-122.257,qr,EN,Tabling,,Senior (4+ year),Yes,Male,,No,Other residence in Berkeley (e.g. house/apartment),,"AC Transit Bus,Walking,BART",I lived within a 3 minute walk of a stop,5,15-Oct,5,Yes,No,Yes,75 - 100 ,4,2,2,2,4,3,2,1,1,2,3,3,4,2,3,2,2,1,2,1,No,,,,,,,,,,,Yes,2,No,,,,,,,50 - 100,2,"Bart,CalTrain,San Fransisco Bay Ferry,Sam Tran,Muni",,"Travel,Accessing public services (e.g. airport)",,"San Francisco,East Bay (e.g. Berkeley, Oakland)",,3.5,2,3.5,2,3.0,2,2.0,2,1.5,2
10/29/2024 11:47,10/29/2024 11:49,IP Address,172.56.208.152,100,167,TRUE,10/29/2024 11:49,R_7e4yCXnoGwHmgaN,,,,,36.1682,-115.2166,qr,EN,Tabling,,Junior (3rd year),Yes,Female,,Yes,Other residence outside of Berkeley (e.g. house/apartment),,Car,I lived within a 15+ minute walk of a stop,6,30 +,5,Yes,No,Yes,0 - 15,7,1,0,1,0,5,0,5,1,5,0,5,0,5,0,5,0,5,0,5,No,,,,,,,,,,,No,2,No,,,,,,,0 - 50,5,Bart,,"Commuting to school/work,Travel",,San Francisco,,3.5,2,0.0,2,0.0,2,0.0,2,0.5,2
10/29/2024 12:01,10/29/2024 12:03,IP Address,174.194.197.69,100,144,TRUE,10/29/2024 12:03,R_1dglo6rTHkCu57R,,,,,37.8021,-122.433,qr,EN,Tabling,,Senior (4+ year),No,Female,,No,Other residence in Berkeley (e.g. house/apartment),,Walking,I lived within a 5 minute walk of a stop,7,15 - 20,4,No,No,Yes,0 - 15,6,3,0,1,0,1,6,1,0,1,1,1,0,1,0,1,0,1,0,1,Yes,0.0,5,0.0,1,0.0,5,0.0,1,0.0,1,No,2,No,,,,,,,0 - 50,1,Bart,,Commuting to school/work,,San Francisco,,2.3333333333333335,3,0.0,3,0.0,3,2.0,3,0.0,3
10/29/2024 12:01,10/29/2024 12:04,IP Address,172.56.208.231,100,151,TRUE,10/29/2024 12:04,R_1ayJDo5OFMIm2Ot,,,,,36.1682,-115.2166,qr,EN,Tabling,,Senior (4+ year),No,Male,,No,Other residence in Berkeley (e.g. house/apartment),,"AC Transit Bus,Walking,BART",I lived within a 15+ minute walk of a stop,10,15-Oct,4,Yes,Yes,Yes,75 - 100 ,25,5,5,3,3,3,0,1,2,2,6,4,1,2,0,1,0,1,0,3,No,,,,,,,,,,,Yes,2,No,,,,,,,0 - 50,1,"Bart,San Fransisco Bay Ferry",,"Commuting to school/work,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto),East Bay (e.g. Berkeley, Oakland)",,15.5,2,1.5,2,3.0,2,0.0,2,1.0,2
10/29/2024 12:01,10/29/2024 12:04,IP Address,172.59.128.128,100,205,TRUE,10/29/2024 12:04,R_3Hv5my8ZZJcajfj,,,,,37.6736,-122.0944,qr,EN,Tabling,,Sophomore (2nd year),No,Female,,No,Other residence outside of Berkeley (e.g. house/apartment),,Car,I lived within a 15+ minute walk of a stop,30,30 +,5,Yes,Yes,Yes,0 - 15,6,4,2,4,5,4,1,3,1,4,5,4,4,4,4,4,2,4,2,4,No,,,,,,,,,,,Yes,2,No,,,,,,,0 - 50,4,Bart,,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto)",,5.5,2,4.5,2,3.0,2,1.5,2,1.5,2
10/29/2024 12:01,10/29/2024 12:05,IP Address,172.59.131.11,100,217,TRUE,10/29/2024 12:05,R_30NrcSbRenXtRbM,,,,,37.6736,-122.0944,qr,EN,Tabling,,Sophomore (2nd year),No,Female,,No,Other residence in Berkeley (e.g. house/apartment),,Walking,I lived within a 3 minute walk of a stop,10,15-Oct,5,No,Yes,No,0 - 15,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,No,,,,,,,,,,,Yes,2,No,,,,,,,250+,5,"Bart,CalTrain,San Fransisco Bay Ferry",,"Commuting to school/work,Travel,Accessing public services (e.g. airport)",,"San Francisco,South Bay & Peninsula (e.g. San Jose, Palo Alto)",,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2
